0,A distress call to the competent authorities several families stuck in their homes as a result of the high level of water in a valley in the area of ​​Hawari branch of,0
1,Youth of Al Ain,0
2,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
3,Incitement to kill the governors of a state God preserves them openly,0
4,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
5,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
6,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
7,"The legitimacy of the state is achieved by accounting for the killers and the thieves Return of the right to his family I think during the period of Gaddafi rule halal Starting home for the inhabitants of the land does not belong to one of the blood row Hanging by virtue of the revolutionary legitimacy to build Libya begin to account for the act and not reaction Finally,",1
8,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
9,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
10,rt evanalomma gaddafi constructed largest irrigation system world providing million cubic meters fre ,1
11,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
12,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
13,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
14,Incitement to kill the governors of a state God preserves them openly,0
15,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
16,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
17,Incitement to kill the governors of a state God preserves them openly,0
18,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
19,ambridgeftd orlddementia ruknews lzassociation bloody avidcameron ibya httpsoecbronbe ,0
20,rt evanalomma gaddafi constructed largest irrigation system world providing million cubic meters fre ,1
21,rt adelon thopkins don hillary bottoms money stole haitians clean mess she ,0
22,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
23,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
24,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
25,Incitement to kill the governors of a state God preserves them openly,0
26,The political team of Saif al-Islam Gaddafi shows his position to run for the presidency of Libya harmony,1
27,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
28,Incitement to kill the governors of a state God preserves them openly,0
29,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
30,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
31,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
32,Incitement to kill the governors of a state God preserves them openly,0
33,Zubaida Yulia Timoshenko asked Libya to fund its election campaign to get out Russian dependency Sputnik Ukraine Gaddafi,1
34,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
35,"Italian newspaper Almisagirwa General Hafter will discuss the files of senior American officials and with the Prime Minister of Italy visit to Rome, including the migration file that has become clear weakness Fayez Al-Sarraj land",1
36,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
37,Changing the paper currency of the plastic decision of hell and God Gaddafi earlier than his era,1
38,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
39,educate people ,0
40,Incitement to kill the governors of a state God preserves them openly,0
41,arajullah addafistrobert people gaddafi reactionaries ,1
42,Zubaida Yulia Timoshenko asked Libya to fund its election campaign to get out Russian dependency Sputnik Ukraine Gaddafi,1
43,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
44,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
45,Incitement to kill the governors of a state God preserves them openly,0
46,Incitement to kill the governors of a state God preserves them openly,0
47,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
48,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
49,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
50,Incitement to kill the governors of a state God preserves them openly,0
51,leaders ,0
52,rt ibyanaddressjo field marshal haftar receives eu ambassador libya benghazi heddress ibya libyan address journal htt ,0
53,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
54,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
55,The Brotherhood tries to convince you that they loved King Abdullah (may Allah have mercy on him) and now they only hate Prince Muhammad Salman and that they were,0
56,By God the rest of Gaddafi returned,1
57,Incitement to kill the governors of a state God preserves them openly,0
58,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
59,By God the rest of Gaddafi returned,1
60,Incitement to kill the governors of a state God preserves them openly,0
61,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
62,Incitement to kill the governors of a state God preserves them openly,0
63,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
64,Former Libyan leader Muammar Gaddafi is an ally of the Iranians during the Iran-Iraq war and supplied with missiles. Iranian military advisers come to Libya with the restrictions of Venezuela allied to Libya.,1
65,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
66,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
67,"The magic magician turned on the warriors of Arrado taming Qatar, and Qatar turned them around and surrounded them.",0
68,Incitement to kill the governors of a state God preserves them openly,0
69,The Brotherhood tries to convince you that they loved King Abdullah (may Allah have mercy on him) and now they only hate Prince Muhammad Salman and that they were,0
70,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
71,Libyan political war for Saif al-Gaddafi candidates for election,1
72,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
73,Incitement to kill the governors of a state God preserves them openly,0
74,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
75,Zubaida Yulia Timoshenko asked Libya to fund its election campaign to get out Russian dependency Sputnik Ukraine Gaddafi,1
76,altweet opehat hillary cackled ghoul killing gaddafi roosevelt truman that johnson nixon ,1
77,rt eliveinuthia meeting gaddafi september bokassa converted to islam and changed salah eddine ahmed ,1
78,ohnwight acobgreaseddog sure foreign affairs potus decorative useless bonzai tree deep state ways bring line libya massacre initiated sarkozy issues gaddafi electoral contributions illions suitcases ,1
79,valuing young upcoming film makers brought home kennaebue nigeria exchange knowledge information success ollywood limpopo international film festival call king gaddafi poet ossg httpsolzyzwu iw ,1
80,"The plan of your Amir Hamad Moamer Kadhafi, who lost the Saudi division and the killing of King Abdullah to the Ashraf of them Can you accept it yourself if you come or boycott us and take your cautious answer frankly and truthfully your ear",0
81,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
82,Incitement to kill the governors of a state God preserves them openly,0
83,Incitement to kill the governors of a state God preserves them openly,0
84,rt eliveinuthia meeting gaddafi september bokassa converted to islam and changed salah eddine ahmed ,1
85,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
86,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
87,Kadhafi's plan to kill her as a picture of an isolated incident becomes a civil war,0
88,Did Amir Hamad Khalifa know that his uncle Suhaim Hamad had been killed and his uncle Nasser fired and his father Khalifa Hamad Amir turned over,0
89,Italian agency unveils visit to Haftar to Rome,0
90,fricafactszone remove muhamar gaddafi list ,1
91,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
92,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
93,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
94,Video The delegation of Dr. Saif al-Islam Gaddafi arrives in the Russian capital Moscow to discuss the solution of the Libyan crisis,1
95,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
96,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
97,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
98,"Tip of the Libyans Mahtachlu dollar Keep Pi and Diru basket of currencies dollars and dinars and gold because the trickery sneak and the possibility of rising the price of the dollar over ten dinars as long as Libya Mdrsah the UAE boys and Qatar criminal Hafter and the brothers and the darkness are the faces of the currency of unity and governance Mama America, which serves in dollars",1
99,Incitement to kill the governors of a state God preserves them openly,0
100,fficialabc1 enegacy jezebel generation mazwi smanga gaddafi taking ride bad influence daughter  ,1
101,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
102,The book of the biography of Al-Safi Saeed is considered a great man,0
103,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
104,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
105,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
106,"As an opposition inside, my political consciousness became convinced that if Gaddafi had gone out of the opposition, the opposition would be extinguished, and the second year would be extinguished, to inflame a culture and a deeper project. The Islamists, including terrorists",1
107,"Pass confirms to us to stand Muammar Gaddafi National duty if we left it, because we found proud days",1
108,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
109,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
110,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
111,Incitement to kill the governors of a state God preserves them openly,0
112,The mystery of the appearance of Gaddafi's Parisian Stadium image restored hope for his returnees Gaddafi Gaddafi Stadium appearance match,1
113,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
114,Yarebi Qadash I made a video of the young man of Kuwait and his joy with the flag of Independence and described it with the knowledge of the grandchildren of the oppressed.,0
115,Italy Expanded meeting of the Commander-in-Chief Marshal Khalifa Hafer European Union and American delegations Rome,1
116,Incitement to kill the governors of a state God preserves them openly,0
117,The Brotherhood tries to convince you that they loved King Abdullah (may Allah have mercy on him) and now they only hate Prince Muhammad Salman and that they were,0
118,"I spoke to the peoples and if governments are criminal it is the government of al-Assad Gaddafi and although I hate him but he blessed his people and Vgnasa you know what I mean, the Fgenese came to peaceful demonstrations and says the International Organization for Rotation and Human Rights Mtklmo repression of the demonstrators Vgnasa",1
119,Incitement to kill the governors of a state God preserves them openly,0
120,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
121,Rome and Rome to hold a meeting of Conte and US officials,0
122,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
123,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
124,Dementia like Omar Gaddafi same mental Zaq,1
125,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
126,"The calamities continue to Baghdad, Baghdad to Baghdad, Benghazi and still the good Jay, the late Muammar Gaddafi and Saddam Hussein, Iraq",1
127,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
128,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
129,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
130,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
131,The Dmartaktin declared the war were working on behalf of the Brotherhood and why the Americans are working with us the strongest factories and high salaries,0
132,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
133,Incitement to kill the governors of a state God preserves them openly,0
134,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
135,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
136,Incitement to kill the governors of a state God preserves them openly,0
137,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
138,buhari pcnigeria learnt reelection negotiable unconstitutional watch unleash gaddafi treatment you soaked dogs baboons blood ,1
139,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
140,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
141,Video The delegation of Dr. Saif al-Islam Gaddafi arrives in the Russian capital Moscow to discuss the solution of the Libyan crisis,1
142,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
143,The Brotherhood tries to convince you that they loved King Abdullah (may Allah have mercy on him) and now they only hate Prince Muhammad Salman and that they were,0
144,Huffer arrives in Rome for meeting US delegation Italian Prime Minister Giuseppe Conte of Libya,0
145,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
146,The Brotherhood tries to convince you that they loved King Abdullah (may Allah have mercy on him) and now they only hate Prince Muhammad Salman and that they were,0
147,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
148,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
149,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
150,Incitement to kill the governors of a state God preserves them openly,0
151,Register here two facts in response to your desire to know Tamim Tamim Bazour the top of the Kingdom of the word Assam Abelis Commission conspiracy Hamad Khalifa Gaddafi to assassinate King Abdullah assassination of our children southern limit Saudi Arabia Bahrain Egypt Kuwait Yemen Oman,1
152,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
153,dawsari gaddafi saddam honorable ,1
154,Incitement to kill the governors of a state God preserves them openly,0
155,Register here for two truths in response to your desire to know Tamim Tamim Bahzour summit with the Kingdom of Asim Abelis paradise,0
156,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
157,mojuwa america cia admitted double saddam hussein gaddafi gaddafi saddam killed real doubled version give answer ,1
158,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
159,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
160,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
161,Incitement to kill the governors of a state God preserves them openly,0
162,Register here for two truths in response to your desire to know Tamim Tamim Bahzour summit with the Kingdom of Asim Abelis paradise,0
163,Huffer arrives in Rome for meeting US delegation Italian Prime Minister Giuseppe Conte of Libya,0
164,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
165,rt ashhourii explicit incitement assassinate foreign leader allied state common goal leftie ,0
166,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
167,Incitement to kill the governors of a state God preserves them openly,0
168,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
169,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
170,Do not embarrass my sovereignty again So wrote a Turkish newspaper a word Trump said to Salman after we make sure the Saudi king is not only an American factor and proud of a word said by Muammar Gaddafi for them my global position allows to go down to the most intended difference between the worker and the leader picture of your mobile,1
171,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
172,News of the entry of water to the Libyan Central Bank of Libya Branch and directed Saddam Hafter to suck the water including,1
173,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
174,Incitement to kill the governors of a state God preserves them openly,0
175,Incitement to kill the governors of a state God preserves them openly,0
176,Gaddafi and the people of Libya were chasing you and every Qatari,1
177,Incitement to kill the governors of a state God preserves them openly,0
178,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
179,Incitement to kill the governors of a state God preserves them openly,0
180,rt ugzynino gaddafi dropping soon supreme cerebral paid full rod by kurse p oundcloud httpso zaa ug ,1
181,A short article written by the fall of Moamer Kadhafi months ago,0
182,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
183,A short article written by the fall of Moamer Kadhafi months ago,0
184,God bless Shi abandons the brothers cry and wring,0
185,Incitement to kill the governors of a state God preserves them openly,0
186,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
187,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
188,rt arnuse came saw died came hillary clinton hen stole billion libyan government funds frozen par ,0
189,Incitement to kill the governors of a state God preserves them openly,0
190,"The income of Haftar al-Naf, the head of the armed forces, was inaugurated by the head of the House of Representatives",0
191,Incitement to kill the governors of a state God preserves them openly,0
192,Firas Samouri Syria Hafer and Al-Sarraj wrote the way to settle the Libyan conflict,1
193,rt arnuse hillary clinton main objectives secretary state gaddafi open flow africans eu ,1
194,Noman Othman Haftar has a strategic goal to reach the pyramid of power and demanded Osman House to carry out his duties and call Hafter for questioning Libya,1
195,"Between the blunders of politics and the ambitions of hegemony Twenty days will pass Palermo conference Hafar returned yesterday to Rome, a visit to Tehn announced and according to the Italian news agency that there will be two meetings of the US ambassador to Tunisia in charge of the file",0
196,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
197,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
198,Incitement to kill the governors of a state God preserves them openly,0
199,"Now Rabee says they fought outside the original dog and dogs dog Abu Dhabi and in the past they set out to go out like Syria and Libya,",0
200,uyverhofstadt exemplify assad gassing people russia annexed crimea russia shot mh iran supporting terrorism gaddafi attacked people white helmets deserve oscar ,1
201,A short article written by the fall of Moamer Kadhafi months ago,0
202,Soon will collapse the regimes Almajar lose protection Their allies The regime of Saddam Saleh Gaddafi other will chaos chaos war We see harassment kidnapping Poverty thefts days Imagine the destruction will happen Systems are the preacher,1
203,"As long as you are driving a person, you are sure they will take a souvenir picture because you are now looking at them. If you are talking about a commandment, no one dares to take a photo with you because you see them as a traitor glorifying the tyrants.",0
204,"He prays with tenderness and his rights sometimes and sometimes he weeps for obliterating tenderness and theft and robbing its history and capabilities. He wishes that if his rule continues, Gaddafi will be the greatest enemy against me, and he will tell you,",1
205,rt lwasatengnews ibya head european union mission meets khalifa aftar enghazi httpsopish x kw https ,0
206,Incitement to kill the governors of a state God preserves them openly,0
207,Incitement to kill the governors of a state God preserves them openly,0
208,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
209,Incitement to kill the governors of a state God preserves them openly,0
210,Register here for two truths in response to your desire to know Tamim Tamim Bahzour summit with the Kingdom of Asim Abelis paradise,0
211,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
212,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
213,rt arnuse hillary clinton main objectives secretary state gaddafi open flow africans eu ,1
214,rt eportinglibya ibya khalifa haftar head eastern army heading talks rome tomorrow unclear political rivals invit ,0
215,Incitement to kill the governors of a state God preserves them openly,0
216,"Just a question to reveal the real concealment of patriotism Is it possible that Khalifah Hafater Libyan people and say what they discussed the Italians on the future of Libya What is the reason for meeting Italy with the US Ambassador Tunisia, of course, there is a Libyan sovereign know what to negotiate Hafter Bay recipe",1
217,He brags gently and at times about his rights. He weeps over the blurring and theft of its history and its capabilities.,0
218,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
219,Camp David The Egyptian army is effective only to protect the parade and the closure of Tahrir Square,0
220,rt mjalel aftar yrs ago taly igration position promise sho ,0
221,Just a question to reveal the real cover up patriotism is possible Khalifa Khalaf Hafater Libyan and tell them what the Italians discussed Privilege,0
222,rt arnuse hillary clinton main objectives secretary state gaddafi open flow africans eu ,1
223,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
224,Incitement to kill the governors of a state God preserves them openly,0
225,rt lwasatengnews ibya head european union mission meets khalifa aftar enghazi httpsopish x kw https ,0
226,noi malcolm x praisers malcolm x mlk muammar gaddafi catches it black pharaohs deemed irrelevant dos west african ancestors blamed selling slaves entire continent africans criticized peaceful unscathed stop ,1
227,rt hoebridgec depth report examines chaos carnage corruption deep disillusionment ibya gaddafi overthrow ,1
228,sankara number ,0
229,Incitement to kill the governors of a state God preserves them openly,0
230,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
231,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
232,While the victory of the victory of Gaddafi grades,1
233,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
234,Benghazi is desolate;,0
235,Incitement to kill the governors of a state God preserves them openly,0
236,"We know the deals of Sarraj, Al Suwaheli, Muaitiq, Al Kubair and others",0
237,rt fricafactszone superb visionary patriotic competent iconic african heads state african thomas sankara p ,0
238,"The care of His Royal Highness Prince Khalid Salman, may Allah preserve him, the Ambassador of the Custodian of the Two Holy Mosques",0
239,Incitement to kill the governors of a state God preserves them openly,0
240,mugabe part list manje ubrothers yeti   ,0
241,Changing the paper currency of the plastic decision of hell and God Gaddafi earlier than his era,1
242,The position of Saif al - Islam Gaddafi to run for president in Libya,1
243,Incitement to kill the governors of a state God preserves them openly,0
244,Incitement to kill the governors of a state God preserves them openly,0
